Dataset,Gene,Species,GO-term,Term,Definition,Ontology
Four,CYP11B,aipysurusLaevis,GO:0020037,heme binding,"Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring.",MF
Four,CYP11B,aipysurusLaevis,GO:0005506,iron ion binding,Interacting selectively and non-covalently with iron (Fe) ions.,MF
Four,CYP11B,aipysurusLaevis,GO:0055114,oxidation-reduction process,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.",BP
Four,CYP11B,aipysurusLaevis,GO:0005739,mitochondrion,"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.",CC
Four,CYP11B,aipysurusLaevis,GO:0008386,cholesterol monooxygenase (side-chain-cleaving) activity,Catalysis of the reaction: cholesterol + reduced adrenal ferredoxin + O2 = pregnenolone + 4-methylpentanal + oxidized adrenal ferredoxin + H2O.,MF
Four,CYP11B,aipysurusLaevis,GO:0006700,C21-steroid hormone biosynthetic process,"The chemical reactions and pathways resulting in the formation of C21-steroid hormones, steroid compounds containing 21 carbons which function as hormones.",BP
Four,KLF2,aipysurusLaevis,GO:0003676,nucleic acid binding,Interacting selectively and non-covalently with any nucleic acid.,MF
Four,AATK,aipysurusLaevis,GO:0004713,protein tyrosine kinase activity,Catalysis of the reaction: ATP + a protein tyrosine = ADP + protein tyrosine phosphate.,MF
Four,AATK,aipysurusLaevis,GO:0006468,protein phosphorylation,The process of introducing a phosphate group on to a protein.,BP
Four,AATK,aipysurusLaevis,GO:0004672,protein kinase activity,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.",MF
Four,AATK,aipysurusLaevis,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF
Four,FRMPD1,aipysurusLaevis,GO:0005886,plasma membrane,The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.,CC
Four,FRMPD1,aipysurusLaevis,GO:0032991,protein-containing complex,"A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together.",CC
Four,FRMPD1,aipysurusLaevis,GO:0005938,cell cortex,"The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins.",CC
Four,FRMPD1,aipysurusLaevis,GO:0090150,establishment of protein localization to membrane,The directed movement of a protein to a specific location in a membrane.,BP
Four,FRMPD1,aipysurusLaevis,GO:0008277,regulation of G protein-coupled receptor signaling pathway,"Any process that modulates the frequency, rate or extent of G protein-coupled receptor signaling pathway.",BP
Four,FRMPD1,aipysurusLaevis,GO:0005856,cytoskeleton,"Any of the various filamentous elements that form the internal framework of cells, and typically remain after treatment of the cells with mild detergent to remove membrane constituents and soluble components of the cytoplasm. The term embraces intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles.",CC
Four,FRMPD1,aipysurusLaevis,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF
Four,IL21R,aipysurusLaevis,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF
Four,SLC2A3,aipysurusLaevis,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,CC
Four,SLC2A3,aipysurusLaevis,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,CC
Four,SLC2A3,aipysurusLaevis,GO:0005355,glucose transmembrane transporter activity,Enables the transfer of the hexose monosaccharide glucose from one side of a membrane to the other.,MF
Four,SLC2A3,aipysurusLaevis,GO:0022857,transmembrane transporter activity,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other.",MF
Four,SLC2A3,aipysurusLaevis,GO:0055085,transmembrane transport,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.",BP
Four,SLC2A3,aipysurusLaevis,GO:0005215,transporter activity,"Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells.",MF
Four,GATA2,aipysurusLaevis,GO:0005654,nucleoplasm,That part of the nuclear content other than the chromosomes or the nucleolus.,CC
Four,GATA2,aipysurusLaevis,GO:0005737,cytoplasm,"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",CC
Four,GATA2,aipysurusLaevis,GO:0030182,neuron differentiation,The process in which a relatively unspecialized cell acquires specialized features of a neuron.,BP
Four,GATA2,aipysurusLaevis,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",CC
Four,GATA2,aipysurusLaevis,GO:0045944,positive regulation of transcription by RNA polymerase II,"Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter.",BP
Four,GATA2,aipysurusLaevis,GO:0000122,negative regulation of transcription by RNA polymerase II,"Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II.",BP
Four,GATA2,aipysurusLaevis,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,"Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II.",MF
Four,GATA2,aipysurusLaevis,GO:0001709,cell fate determination,"A process involved in cell fate commitment. Once determination has taken place, a cell becomes committed to differentiate down a particular pathway regardless of its environment.",BP
Four,GATA2,aipysurusLaevis,GO:0003677,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,MF
Four,GATA2,aipysurusLaevis,GO:0003682,chromatin binding,"Interacting selectively and non-covalently with chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase.",MF
Four,GATA2,aipysurusLaevis,GO:0005667,transcription regulator complex,"A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription.",CC
Four,GATA2,aipysurusLaevis,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units.,MF
Four,GATA2,aipysurusLaevis,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to activate or increase transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units.,MF
Four,GATA2,aipysurusLaevis,GO:0008134,transcription factor binding,"Interacting selectively and non-covalently with a transcription factor, a protein required to initiate or regulate transcription.",MF
Four,GATA2,aipysurusLaevis,GO:0035019,somatic stem cell population maintenance,"Any process by which an organism retains a population of somatic stem cells, undifferentiated cells in the embryo or adult which can undergo unlimited division and give rise to cell types of the body other than those of the germ-line.",BP
Four,GATA2,aipysurusLaevis,GO:0030154,cell differentiation,"The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.",BP
Four,GATA2,aipysurusLaevis,GO:0042472,inner ear morphogenesis,"The process in which the anatomical structures of the inner ear are generated and organized. The inner ear is the structure in vertebrates that contains the organs of balance and hearing. It consists of soft hollow sensory structures (the membranous labyrinth) containing fluid (endolymph) surrounded by fluid (perilymph) and encased in a bony cavity (the bony labyrinth). It consists of two chambers, the sacculus and utriculus, from which arise the cochlea and semicircular canals respectively.",BP
Four,GATA2,aipysurusLaevis,GO:0043536,positive regulation of blood vessel endothelial cell migration,"Any process that activates or increases the frequency, rate or extent of the migration of the endothelial cells of blood vessels.",BP
Four,GATA2,aipysurusLaevis,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,"Any process that increases the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis.",BP
Four,GATA2,aipysurusLaevis,GO:0048873,homeostasis of number of cells within a tissue,Any biological process involved in the maintenance of the steady-state number of cells within a population of cells in a tissue.,BP
Four,GATA2,aipysurusLaevis,GO:0070742,C2H2 zinc finger domain binding,"Interacting selectively and non-covalently with a C2H2-type zinc finger domain of a protein. The C2H2 zinc finger is the classical zinc finger domain, in which two conserved cysteines and histidines co-ordinate a zinc ion.",MF
Four,GATA2,aipysurusLaevis,GO:0045599,negative regulation of fat cell differentiation,"Any process that stops, prevents, or reduces the frequency, rate or extent of adipocyte differentiation.",BP
Four,GATA2,aipysurusLaevis,GO:0003700,DNA-binding transcription factor activity,"Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",MF
Four,GATA2,aipysurusLaevis,GO:0010628,positive regulation of gene expression,"Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form.",BP
Four,GATA2,aipysurusLaevis,GO:0010629,negative regulation of gene expression,"Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form.",BP
Four,GATA2,aipysurusLaevis,GO:0001655,urogenital system development,"The process whose specific outcome is the progression of the urogenital system over time, from its formation to the mature structure.",BP
Four,GATA2,aipysurusLaevis,GO:0021983,pituitary gland development,The progression of the pituitary gland over time from its initial formation until its mature state. The pituitary gland is an endocrine gland that secretes hormones that regulate many other glands.,BP
Four,GATA2,aipysurusLaevis,GO:0045766,positive regulation of angiogenesis,Any process that activates or increases angiogenesis.,BP
Four,GATA2,aipysurusLaevis,GO:0048469,cell maturation,"A developmental process, independent of morphogenetic (shape) change, that is required for a cell to attain its fully functional state.",BP
Four,GATA2,aipysurusLaevis,GO:0048663,neuron fate commitment,The process in which the developmental fate of a cell becomes restricted such that it will develop into a neuron.,BP
Four,GATA2,aipysurusLaevis,GO:0045638,negative regulation of myeloid cell differentiation,"Any process that stops, prevents, or reduces the frequency, rate or extent of myeloid cell differentiation.",BP
Four,GATA2,aipysurusLaevis,GO:0045648,positive regulation of erythrocyte differentiation,"Any process that activates or increases the frequency, rate or extent of erythrocyte differentiation.",BP
Four,GATA2,aipysurusLaevis,GO:0021954,central nervous system neuron development,"The process whose specific outcome is the progression of a neuron whose cell body is located in the central nervous system, from initial commitment of the cell to a neuronal fate, to the fully functional differentiated neuron.",BP
Four,GATA2,aipysurusLaevis,GO:0070345,negative regulation of fat cell proliferation,Any process that stops or decreases the rate or extent of fat cell proliferation.,BP
Four,GATA2,aipysurusLaevis,GO:0060216,definitive hemopoiesis,"A second wave of blood cell production that, in vertebrates, generates long-term hemopoietic stem cells that continously provide erythroid, myeloid and lymphoid lineages throughout adulthood.",BP
Four,GATA2,aipysurusLaevis,GO:0021902,commitment of neuronal cell to specific neuron type in forebrain,The commitment of neuronal precursor cells to become specialized types of neurons in the forebrain.,BP
Four,GATA2,aipysurusLaevis,GO:0045746,negative regulation of Notch signaling pathway,"Any process that stops, prevents, or reduces the frequency, rate or extent of the Notch signaling pathway.",BP
Four,GATA2,aipysurusLaevis,GO:0045650,negative regulation of macrophage differentiation,"Any process that stops, prevents, or reduces the frequency, rate or extent of macrophage differentiation.",BP
Four,GATA2,aipysurusLaevis,GO:0001892,embryonic placenta development,"The embryonically driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin.",BP
Four,GATA2,aipysurusLaevis,GO:0035065,regulation of histone acetylation,"Any process that modulates the frequency, rate or extent of the addition of an acetyl group to a histone protein.",BP
Four,GATA2,aipysurusLaevis,GO:0021533,cell differentiation in hindbrain,The process in which relatively unspecialized cells acquire specialized structural and/or functional features that characterize the mature cells of the hindbrain. Differentiation includes the processes involved in commitment of a cell to a specific fate.,BP
Four,GATA2,aipysurusLaevis,GO:0035854,eosinophil fate commitment,"The process in which the developmental fate of a cell becomes restricted such that it will develop into a eosinophil cell. A eosinophil is any of the immature or mature forms of a granular leukocyte with a nucleus that usually has two lobes connected by one or more slender threads of chromatin, and cytoplasm containing coarse, round granules that are uniform in size and which can be stained by the dye eosin.",BP
Four,GATA2,aipysurusLaevis,GO:0021514,ventral spinal cord interneuron differentiation,The process in which neuroepithelial cells in the neural tube acquire specialized structural and/or functional features of ventral spinal cord interneurons. Ventral spinal cord interneurons are cells located in the ventral portion of the spinal cord that transmit signals between sensory and motor neurons and are required for reflexive responses. Differentiation includes the processes involved in commitment of a cell to a specific fate.,BP
Four,GATA2,aipysurusLaevis,GO:0010725,regulation of primitive erythrocyte differentiation,"Any process that modulates the rate, frequency, or extent of primitive erythrocyte differentiation. Primitive erythrocyte differentiation occurs as part of the process of primitive hemopoiesis.",BP
Four,GATA2,aipysurusLaevis,GO:0045654,positive regulation of megakaryocyte differentiation,"Any process that activates or increases the frequency, rate or extent of megakaryocyte differentiation.",BP
Four,GATA2,aipysurusLaevis,GO:0060872,semicircular canal development,The progression of the semicircular canal from its initial formation to the mature structure.,BP
Four,GATA2,aipysurusLaevis,GO:0097154,GABAergic neuron differentiation,The process in which a neuroblast acquires the specialized structural and functional features of a GABAergic neuron.,BP
Four,GATA2,aipysurusLaevis,GO:0030097,hemopoiesis,"The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates.",BP
Four,GATA2,aipysurusLaevis,GO:0043565,sequence-specific DNA binding,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.",MF
Four,GATA2,aipysurusLaevis,GO:0006357,regulation of transcription by RNA polymerase II,"Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II.",BP
Four,GATA2,aipysurusLaevis,GO:0008270,zinc ion binding,Interacting selectively and non-covalently with zinc (Zn) ions.,MF
Four,GATA2,aipysurusLaevis,GO:0006355,"regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP
Four,GATA2,aipysurusLaevis,GO:0061042,vascular wound healing,Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature.,BP
Four,ETS1,aipysurusLaevis,GO:0005654,nucleoplasm,That part of the nuclear content other than the chromosomes or the nucleolus.,CC
Four,ETS1,aipysurusLaevis,GO:0042802,identical protein binding,Interacting selectively and non-covalently with an identical protein or proteins.,MF
Four,ETS1,aipysurusLaevis,GO:0045765,regulation of angiogenesis,"Any process that modulates the frequency, rate or extent of angiogenesis.",BP
Four,ETS1,aipysurusLaevis,GO:0045944,positive regulation of transcription by RNA polymerase II,"Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter.",BP
Four,ETS1,aipysurusLaevis,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,"Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II.",MF
Four,ETS1,aipysurusLaevis,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to activate or increase transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units.,MF
Four,ETS1,aipysurusLaevis,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units.,MF
Four,ETS1,aipysurusLaevis,GO:0045766,positive regulation of angiogenesis,Any process that activates or increases angiogenesis.,BP
Four,ETS1,aipysurusLaevis,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",CC
Four,ETS1,aipysurusLaevis,GO:0045893,"positive regulation of transcription, DNA-templated","Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.",BP
Four,ETS1,aipysurusLaevis,GO:0043536,positive regulation of blood vessel endothelial cell migration,"Any process that activates or increases the frequency, rate or extent of the migration of the endothelial cells of blood vessels.",BP
Four,ETS1,aipysurusLaevis,GO:0045648,positive regulation of erythrocyte differentiation,"Any process that activates or increases the frequency, rate or extent of erythrocyte differentiation.",BP
Four,ETS1,aipysurusLaevis,GO:0003700,DNA-binding transcription factor activity,"Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",MF
Four,ETS1,aipysurusLaevis,GO:0010628,positive regulation of gene expression,"Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form.",BP
Four,ETS1,aipysurusLaevis,GO:0010595,positive regulation of endothelial cell migration,"Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium.",BP
Four,ETS1,aipysurusLaevis,GO:0050729,positive regulation of inflammatory response,"Any process that activates or increases the frequency, rate or extent of the inflammatory response.",BP
Four,ETS1,aipysurusLaevis,GO:0048870,cell motility,Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another.,BP
Four,ETS1,aipysurusLaevis,GO:0051272,positive regulation of cellular component movement,"Any process that activates or increases the frequency, rate or extent of the movement of a cellular component.",BP
Four,ETS1,aipysurusLaevis,GO:0030578,PML body organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of PML bodies, a class of nuclear body; they react against SP100 auto-antibodies (PML = promyelocytic leukemia).",BP
Four,ETS1,aipysurusLaevis,GO:0043565,sequence-specific DNA binding,"Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.",MF
Four,ETS1,aipysurusLaevis,GO:0006355,"regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",BP
Four,ETS1,aipysurusLaevis,GO:0000976,transcription regulatory region sequence-specific DNA binding,"Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon.",MF
Four,ETS1,aipysurusLaevis,GO:0030374,nuclear receptor transcription coactivator activity,The function of a transcription cofactor that activates transcription in conjuction with a ligand-dependent nuclear receptor from a RNA polymerase II promoter; does not bind DNA itself.,MF
Four,UMPS,aipysurusLaevis,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",CC
Four,UMPS,aipysurusLaevis,GO:0005737,cytoplasm,"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",CC
Four,UMPS,aipysurusLaevis,GO:0004588,orotate phosphoribosyltransferase activity,Catalysis of the reaction: orotidine 5'-phosphate + diphosphate = orotate + 5-phospho-alpha-D-ribose 1-diphosphate.,MF
Four,UMPS,aipysurusLaevis,GO:0004590,orotidine-5'-phosphate decarboxylase activity,Catalysis of the reaction: H(+) + orotidine 5'-phosphate = CO(2) + UMP.,MF
Four,UMPS,aipysurusLaevis,GO:0006222,UMP biosynthetic process,"The chemical reactions and pathways resulting in the formation of UMP, uridine monophosphate.",BP
Four,UMPS,aipysurusLaevis,GO:0044205,'de novo' UMP biosynthetic process,"The chemical reactions and pathways resulting in the formation of UMP, uridine monophosphate, starting with the synthesis of (S)-dihydroorotate from bicarbonate; UMP biosynthesis may either occur via reduction by quinone, NAD(+) or oxygen.",BP
Four,UMPS,aipysurusLaevis,GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,"The chemical reactions and pathways resulting in the formation of pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases, beginning with the synthesis of a pyrimidine ring from simpler precursors.",BP
Four,UMPS,aipysurusLaevis,GO:0003824,catalytic activity,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",MF
Four,UMPS,aipysurusLaevis,GO:0009116,nucleoside metabolic process,"The chemical reactions and pathways involving a nucleoside, a nucleobase linked to either beta-D-ribofuranose (a ribonucleoside) or 2-deoxy-beta-D-ribofuranose, (a deoxyribonucleoside), e.g. adenosine, guanosine, inosine, cytidine, uridine and deoxyadenosine, deoxyguanosine, deoxycytidine and thymidine (= deoxythymidine).",BP
Four,UMPS,aipysurusLaevis,GO:0006221,pyrimidine nucleotide biosynthetic process,"The chemical reactions and pathways resulting in the formation of a pyrimidine nucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.",BP
Four,LPL,aipysurusLaevis,GO:0004465,lipoprotein lipase activity,"Catalysis of the reaction: triacylglycerol + H2O = diacylglycerol + a carboxylate, where the triacylglycerol is part of a lipoprotein.",MF
Four,LPL,aipysurusLaevis,GO:0004806,triglyceride lipase activity,Catalysis of the reaction: triacylglycerol + H2O = diacylglycerol + a carboxylate.,MF
Four,LPL,aipysurusLaevis,GO:0052689,carboxylic ester hydrolase activity,Catalysis of the hydrolysis of a carboxylic ester bond.,MF
Four,LPL,aipysurusLaevis,GO:0006629,lipid metabolic process,"The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids.",BP
Four,LPL,aipysurusLaevis,GO:0005515,protein binding,Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).,MF
Four,LPL,aipysurusLaevis,GO:0005615,extracellular space,"That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.",CC
Four,LPL,aipysurusLaevis,GO:0042803,protein homodimerization activity,Interacting selectively and non-covalently with an identical protein to form a homodimer.,MF
Four,LPL,aipysurusLaevis,GO:0005102,signaling receptor binding,"Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function.",MF
Four,LPL,aipysurusLaevis,GO:0008201,heparin binding,"Interacting selectively and non-covalently with heparin, any member of a group of glycosaminoglycans found mainly as an intracellular component of mast cells and which consist predominantly of alternating alpha-(1->4)-linked D-galactose and N-acetyl-D-glucosamine-6-sulfate residues.",MF
Four,LPL,aipysurusLaevis,GO:0010886,positive regulation of cholesterol storage,"Any process that increases the rate or extent of cholesterol storage. Cholesterol storage is the accumulation and maintenance in cells or tissues of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones.",BP
Four,LPL,aipysurusLaevis,GO:0042632,cholesterol homeostasis,Any process involved in the maintenance of an internal steady state of cholesterol within an organism or cell.,BP
Four,LPL,aipysurusLaevis,GO:0005509,calcium ion binding,Interacting selectively and non-covalently with calcium ions (Ca2+).,MF
Four,LPL,aipysurusLaevis,GO:0070328,triglyceride homeostasis,Any process involved in the maintenance of an internal steady state of triglyceride within an organism or cell.,BP
Four,LPL,aipysurusLaevis,GO:0006631,fatty acid metabolic process,"The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis.",BP
Four,LPL,aipysurusLaevis,GO:0032722,positive regulation of chemokine production,"Any process that activates or increases the frequency, rate, or extent of chemokine production.",BP
Four,LPL,aipysurusLaevis,GO:0034372,very-low-density lipoprotein particle remodeling,"The acquisition, loss or modification of a protein or lipid within a very-low-density lipoprotein particle, including the hydrolysis of triglyceride by hepatic lipase or lipoprotein lipase and the subsequent loss of free fatty acid.",BP
Four,LPL,aipysurusLaevis,GO:0019433,triglyceride catabolic process,"The chemical reactions and pathways resulting in the breakdown of a triglyceride, any triester of glycerol.",BP
Four,LPL,aipysurusLaevis,GO:0043395,heparan sulfate proteoglycan binding,"Interacting selectively and non-covalently with a heparan sulfate proteoglycan, any proteoglycan containing heparan sulfate as the glycosaminoglycan carbohydrate unit.",MF
Four,LPL,aipysurusLaevis,GO:0010890,positive regulation of sequestering of triglyceride,"Any process that increases the rate, frequency or extent of sequestering of triglyceride. Triglyceride sequestration is the process of binding or confining any triester of glycerol such that it is separated from other components of a biological system.",BP
Four,LPL,aipysurusLaevis,GO:0034185,apolipoprotein binding,"Interacting selectively and non-covalently with an apolipoprotein, the protein component of a lipoprotein complex.",MF
Four,LPL,aipysurusLaevis,GO:0006633,fatty acid biosynthetic process,"The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes.",BP
Four,LPL,aipysurusLaevis,GO:0071813,lipoprotein particle binding,"Interacting selectively and non-covalently with a lipoprotein particle. A lipoprotein particle, also known as a lipoprotein, is a clathrate complex consisting of a lipid enwrapped in a protein host without covalent binding in such a way that the complex has a hydrophilic outer surface consisting of all the protein and the polar ends of any phospholipids.",MF
Four,LPL,aipysurusLaevis,GO:0034371,chylomicron remodeling,"The acquisition, loss or modification of a protein or lipid within a chylomicron, including the hydrolysis of triglyceride by lipoprotein lipase and the subsequent loss of free fatty acid.",BP
